config_id,config_description,query_index,rank
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,4,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,5,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,6,8.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,7,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,8,6.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,9,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,10,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,11,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,12,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,13,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,14,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,15,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,16,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,17,4.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,18,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,19,3.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,20,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,21,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,22,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,23,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,24,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,25,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,26,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,27,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,28,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,29,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,30,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,31,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,32,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,33,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,34,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,35,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,36,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,37,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,38,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,39,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,40,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,41,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,42,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,43,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,44,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,45,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,46,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,47,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,48,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,49,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,50,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,51,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,52,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,53,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,54,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,55,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,56,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,57,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,58,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,59,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,60,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,61,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,62,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,63,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,64,9.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,65,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,66,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,67,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,68,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,69,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,70,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,71,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,72,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,73,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,74,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,75,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,76,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,77,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,78,4.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,79,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,80,4.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,81,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,82,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,83,8.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,84,8.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,85,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,86,8.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,87,3.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,88,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,89,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,90,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,91,2.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,92,3.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,93,inf
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,94,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,95,3.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,96,1.0
labse_structured_reranked,Retriever: LaBSE Estruturado + Re-ranker,97,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,0,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,1,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,2,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,3,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,4,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,5,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,6,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,7,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,8,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,9,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,10,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,11,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,12,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,13,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,14,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,15,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,16,2.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,17,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,18,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,19,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,20,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,21,5.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,22,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,23,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,24,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,25,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,26,9.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,27,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,28,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,29,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,30,10.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,31,9.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,32,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,33,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,34,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,35,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,36,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,37,3.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,38,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,39,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,40,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,41,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,42,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,43,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,44,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,45,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,46,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,47,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,48,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,49,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,50,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,51,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,52,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,53,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,54,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,55,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,56,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,57,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,58,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,59,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,60,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,61,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,62,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,63,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,64,2.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,65,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,66,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,67,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,68,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,69,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,70,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,71,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,72,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,73,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,74,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,75,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,76,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,77,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,78,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,79,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,80,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,81,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,82,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,83,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,84,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,85,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,86,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,87,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,88,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,89,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,90,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,91,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,92,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,93,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,94,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,95,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,96,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,97,1.0
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,98,inf
labse_recursive_reranked,Retriever: LaBSE Recursivo + Re-ranker,99,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,0,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,1,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,2,5.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,3,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,4,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,5,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,6,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,7,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,8,5.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,9,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,10,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,11,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,12,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,13,3.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,14,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,15,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,16,3.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,17,3.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,18,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,19,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,20,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,21,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,22,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,23,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,24,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,25,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,26,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,27,5.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,28,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,29,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,30,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,31,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,32,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,33,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,34,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,35,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,36,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,37,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,38,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,39,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,40,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,41,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,42,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,43,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,44,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,45,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,46,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,47,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,48,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,49,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,50,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,51,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,52,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,53,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,54,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,55,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,56,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,57,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,58,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,59,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,60,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,61,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,62,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,63,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,64,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,65,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,66,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,67,9.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,68,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,69,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,70,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,71,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,72,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,73,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,74,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,75,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,76,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,77,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,78,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,79,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,80,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,81,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,82,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,83,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,84,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,85,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,86,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,87,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,88,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,89,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,90,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,91,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,92,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,93,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,94,inf
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,95,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,96,2.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,97,1.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,98,3.0
bgem3_fixed_reranked,Retriever: bge-m3 Fixo + Re-ranker,99,7.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,0,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,1,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,2,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,3,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,4,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,5,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,6,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,7,6.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,8,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,9,2.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,10,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,11,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,12,2.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,13,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,14,3.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,15,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,16,6.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,17,6.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,18,2.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,19,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,20,2.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,21,7.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,22,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,23,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,24,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,25,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,26,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,27,3.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,28,4.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,29,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,30,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,31,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,32,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,33,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,34,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,35,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,36,5.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,37,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,38,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,39,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,40,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,41,10.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,42,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,43,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,44,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,45,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,46,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,47,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,48,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,49,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,50,4.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,51,inf
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,52,1.0
bgem3_structured_reranked,Retriever: bge-m3 Estruturado + Re-ranker,53,9.0
