config_id,config_description,query_index,rank
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,5,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,6,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,7,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,8,8.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,9,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,10,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,11,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,12,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,13,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,14,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,15,2.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,16,2.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,17,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,18,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,19,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,20,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,21,10.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,22,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,23,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,24,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,25,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,26,6.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,27,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,28,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,29,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,30,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,31,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,32,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,33,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,34,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,35,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,36,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,37,3.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,38,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,39,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,40,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,41,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,42,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,43,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,44,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,45,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,46,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,47,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,48,2.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,49,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,50,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,51,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,52,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,53,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,54,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,55,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,56,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,57,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,58,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,59,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,60,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,61,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,62,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,63,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,64,3.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,65,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,66,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,67,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,68,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,69,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,70,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,71,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,72,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,73,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,74,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,75,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,76,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,77,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,78,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,79,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,80,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,81,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,82,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,83,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,84,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,85,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,86,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,87,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,88,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,89,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,90,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,91,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,92,2.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,93,3.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,94,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,95,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,96,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,97,1.0
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,98,inf
labse_recursive,Modelo: LaBSE | Estratégia: Recursiva,99,inf
